ACTIVITY DATE,DIVISION,BUSINESS UNIT,BUSINESS LINE,Sum of TOTAL TIME - AHT (sec),Sum of TOTAL TIME - AHT - FORECAST (sec),Sum of VOLUME - RECEIVED,Sum of VOLUME - FORECAST,
10/8/2019,College Savings,CS - Direct Sold,CS Maryland,139539,,257,269,
10/8/2019,College Savings,CS - Direct Sold,CS National,60930,,90,148,
10/8/2019,College Savings,CS - Intermediary,CS John Hancock,156784,,334,360,
10/8/2019,II Services and Operations,RIS,RIS,937023,,1468,1837,
10/8/2019,II Services and Operations,RCS PHONES,RCS PHONES,197650,,338,392,
10/8/2019,II Services and Operations,SCS,BRO,213024,,338,417,
10/8/2019,II Services and Operations,SCS,PSG,604090,,990,987,
10/8/2019,II Services and Operations,SCS,BRO-Complex,,,,,
10/9/2019,WISE,WISE,WISE Contractual,2560272,,4880,5088,
10/9/2019,College Savings,CS - Direct Sold,CS Alaska,25764,,57,88,
10/9/2019,College Savings,CS - Direct Sold,CS Maryland,114490,,218,260,
10/9/2019,College Savings,CS - Direct Sold,CS National,39748,,80,133,
10/9/2019,College Savings,CS - Intermediary,CS John Hancock,125615,,264,323,
10/9/2019,II Services and Operations,RIS,RIS,970219,,1529,1727,
10/9/2019,II Services and Operations,RCS PHONES,RCS PHONES,196350,,331,404,
10/9/2019,II Services and Operations,SCS,BRO,237452,,358,408,
10/9/2019,II Services and Operations,SCS,PSG,519612,,831,901,
10/9/2019,II Services and Operations,SCS,BRO-Complex,,,,,
10/10/2019,WISE,WISE,WISE Contractual,2471496,,4633,4839,
10/10/2019,College Savings,CS - Direct Sold,CS Alaska,20859,,54,89,
10/10/2019,College Savings,CS - Direct Sold,CS Maryland,135408,,225,254,
10/10/2019,College Savings,CS - Direct Sold,CS National,54549,,93,120,
10/10/2019,College Savings,CS - Intermediary,CS John Hancock,116090,,249,290,
10/10/2019,II Services and Operations,RIS,RIS,1058763,,1640,1645,
10/10/2019,II Services and Operations,RCS PHONES,RCS PHONES,200320,,328,431,
10/10/2019,II Services and Operations,SCS,BRO,177870,,305,369,
10/10/2019,II Services and Operations,SCS,PSG,495624,,787,842,
10/10/2019,II Services and Operations,SCS,BRO-Complex,,,,,
10/11/2019,WISE,WISE,WISE Contractual,2615550,,5023,4946,
10/11/2019,College Savings,CS - Direct Sold,CS Alaska,26312,,56,119,
10/11/2019,College Savings,CS - Direct Sold,CS Maryland,161280,,293,239,
10/11/2019,College Savings,CS - Direct Sold,CS National,61344,,112,143,
10/11/2019,College Savings,CS - Intermediary,CS John Hancock,111192,,254,240,
10/11/2019,II Services and Operations,RIS,RIS,1127180,,2095,1710,
10/11/2019,II Services and Operations,RCS PHONES,RCS PHONES,256361,,389,519,
10/11/2019,II Services and Operations,SCS,BRO,257937,,416,384,
10/11/2019,II Services and Operations,SCS,PSG,638571,,1075,891,
10/11/2019,II Services and Operations,SCS,BRO-Complex,,,,,
10/12/2019,WISE,WISE,WISE Contractual,,,0,0,
10/12/2019,College Savings,CS - Direct Sold,CS Alaska,,,0,0,
10/12/2019,College Savings,CS - Direct Sold,CS Maryland,,,0,0,
10/12/2019,College Savings,CS - Direct Sold,CS National,,,0,0,
10/12/2019,College Savings,CS - Intermediary,CS John Hancock,,,0,0,
10/12/2019,II Services and Operations,RIS,RIS,0,,0,0,
10/12/2019,II Services and Operations,RCS PHONES,RCS PHONES,,,0,0,
10/12/2019,II Services and Operations,SCS,BRO,,,0,0,
10/12/2019,II Services and Operations,SCS,PSG,,,0,0,
10/13/2019,WISE,WISE,WISE Contractual,,,0,0,
10/13/2019,College Savings,CS - Direct Sold,CS Alaska,,,0,0,
10/13/2019,College Savings,CS - Direct Sold,CS Maryland,,,0,0,
10/13/2019,College Savings,CS - Direct Sold,CS National,,,0,0,
10/13/2019,College Savings,CS - Intermediary,CS John Hancock,,,0,0,
10/13/2019,II Services and Operations,RIS,RIS,0,,0,0,
10/13/2019,II Services and Operations,RCS PHONES,RCS PHONES,,,0,0,
10/13/2019,II Services and Operations,SCS,BRO,,,0,0,
10/13/2019,II Services and Operations,SCS,PSG,,,0,0,
10/14/2019,WISE,WISE,WISE Contractual,2988798,,5624,6866,
10/14/2019,College Savings,CS - Direct Sold,CS Alaska,41040,,91,52,
10/14/2019,College Savings,CS - Direct Sold,CS Maryland,138040,,280,304,
10/14/2019,College Savings,CS - Direct Sold,CS National,64262,,128,134,
10/14/2019,College Savings,CS - Intermediary,CS John Hancock,152720,,333,315,
10/14/2019,II Services and Operations,RIS,RIS,1257285,,1944,2006,
10/14/2019,II Services and Operations,RCS PHONES,RCS PHONES,295625,,497,557,
10/14/2019,II Services and Operations,SCS,BRO,260208,,432,395,
10/14/2019,II Services and Operations,SCS,PSG,654442,,979,1180,
10/14/2019,II Services and Operations,SCS,BRO-Complex,,,,,
10/15/2019,WISE,WISE,WISE Contractual,3000774,,5841,6008,
10/15/2019,College Savings,CS - Direct Sold,CS Alaska,47433,,105,45,
10/15/2019,College Savings,CS - Direct Sold,CS Maryland,147048,,276,274,
10/15/2019,College Savings,CS - Direct Sold,CS National,63665,,125,115,
10/15/2019,College Savings,CS - Intermediary,CS John Hancock,148920,,381,286,
10/15/2019,II Services and Operations,RIS,RIS,1233346,,1997,1511,
10/15/2019,II Services and Operations,RCS PHONES,RCS PHONES,270298,,463,566,
10/15/2019,II Services and Operations,SCS,BRO,267705,,420,325,
10/15/2019,II Services and Operations,SCS,PSG,621432,,1023,908,
10/15/2019,II Services and Operations,SCS,BRO-Complex,,,,,
10/16/2019,WISE,WISE,WISE Contractual,2865299,,5506,5740,
10/16/2019,College Savings,CS - Direct Sold,CS Alaska,36427,,78,76,
10/16/2019,College Savings,CS - Direct Sold,CS Maryland,164088,,274,200,
10/16/2019,College Savings,CS - Direct Sold,CS National,71672,,130,137,
10/16/2019,College Savings,CS - Intermediary,CS John Hancock,168783,,409,289,
10/16/2019,II Services and Operations,RIS,RIS,1180916,,1912,1326,
10/16/2019,II Services and Operations,RCS PHONES,RCS PHONES,236496,,408,357,
10/16/2019,II Services and Operations,SCS,BRO,244188,,425,341,
10/16/2019,II Services and Operations,SCS,PSG,653660,,1020,829,
10/16/2019,II Services and Operations,SCS,BRO-Complex,,,,,
10/17/2019,WISE,WISE,WISE Contractual,2868512,,5331,5264,
10/17/2019,College Savings,CS - Direct Sold,CS Alaska,31812,,66,91,
10/17/2019,College Savings,CS - Direct Sold,CS Maryland,118220,,230,170,
10/17/2019,College Savings,CS - Direct Sold,CS National,43516,,92,123,
10/17/2019,College Savings,CS - Intermediary,CS John Hancock,141336,,306,294,
10/17/2019,II Services and Operations,RIS,RIS,915560,,1546,1189,
10/17/2019,II Services and Operations,RCS PHONES,RCS PHONES,196134,,362,281,
10/17/2019,II Services and Operations,SCS,BRO,222250,,351,291,
10/17/2019,II Services and Operations,SCS,PSG,517484,,842,775,
10/17/2019,II Services and Operations,SCS,BRO-Complex,,,,,
10/18/2019,WISE,WISE,WISE Contractual,2919240,,5455,5118,
10/18/2019,College Savings,CS - Direct Sold,CS Alaska,27104,,45,57,
10/18/2019,College Savings,CS - Direct Sold,CS Maryland,99858,,182,249,
10/18/2019,College Savings,CS - Direct Sold,CS National,40269,,94,99,
10/18/2019,College Savings,CS - Intermediary,CS John Hancock,120042,,255,221,
10/18/2019,II Services and Operations,RIS,RIS,935969,,1583,1260,
10/18/2019,II Services and Operations,RCS PHONES,RCS PHONES,182952,,325,267,
10/18/2019,II Services and Operations,SCS,BRO,234330,,373,365,
10/18/2019,II Services and Operations,SCS,PSG,494070,,777,820,
10/18/2019,II Services and Operations,SCS,BRO-Complex,,,,,
10/19/2019,WISE,WISE,WISE Contractual,,,0,0,
10/19/2019,College Savings,CS - Direct Sold,CS Alaska,,,0,0,
10/19/2019,College Savings,CS - Direct Sold,CS Maryland,,,0,0,
10/19/2019,College Savings,CS - Direct Sold,CS National,,,0,0,
10/19/2019,College Savings,CS - Intermediary,CS John Hancock,,,0,0,
10/19/2019,II Services and Operations,RIS,RIS,0,,0,0,
10/19/2019,II Services and Operations,RCS PHONES,RCS PHONES,,,0,0,
10/19/2019,II Services and Operations,SCS,BRO,,,0,0,
10/19/2019,II Services and Operations,SCS,PSG,,,0,0,
10/20/2019,WISE,WISE,WISE Contractual,,,0,0,
10/20/2019,College Savings,CS - Direct Sold,CS Alaska,,,0,0,
10/20/2019,College Savings,CS - Direct Sold,CS Maryland,,,0,0,
10/20/2019,College Savings,CS - Direct Sold,CS National,,,0,0,
10/20/2019,College Savings,CS - Intermediary,CS John Hancock,,,0,0,
10/20/2019,II Services and Operations,RIS,RIS,0,,0,0,
10/20/2019,II Services and Operations,RCS PHONES,RCS PHONES,,,0,0,
10/20/2019,II Services and Operations,SCS,BRO,,,0,0,
10/20/2019,II Services and Operations,SCS,PSG,,,0,0,
10/21/2019,WISE,WISE,WISE Contractual,3842238,,7204,6455,
10/21/2019,College Savings,CS - Direct Sold,CS Alaska,42675,,75,58,
10/21/2019,College Savings,CS - Direct Sold,CS Maryland,133837,,257,528,
10/21/2019,College Savings,CS - Direct Sold,CS National,56608,,120,129,
10/21/2019,College Savings,CS - Intermediary,CS John Hancock,165760,,376,313,
10/21/2019,II Services and Operations,RIS,RIS,1228618,,2144,1912,
10/21/2019,II Services and Operations,RCS PHONES,RCS PHONES,232311,,385,361,
10/21/2019,II Services and Operations,SCS,BRO,276336,,461,419,
10/21/2019,II Services and Operations,SCS,PSG,721732,,1048,1088,
10/21/2019,II Services and Operations,SCS,BRO-Complex,,,,,
10/22/2019,WISE,WISE,WISE Contractual,2998200,,5739,5747,
10/22/2019,College Savings,CS - Direct Sold,CS Alaska,24680,,40,79,
10/22/2019,College Savings,CS - Direct Sold,CS Maryland,129472,,238,395,
10/22/2019,College Savings,CS - Direct Sold,CS National,59584,,113,95,
10/22/2019,College Savings,CS - Intermediary,CS John Hancock,144919,,316,301,
10/22/2019,II Services and Operations,RIS,RIS,975789,,1729,1736,
10/22/2019,II Services and Operations,RCS PHONES,RCS PHONES,177010,,311,302,
10/22/2019,II Services and Operations,SCS,BRO,242648,,412,407,
10/22/2019,II Services and Operations,SCS,PSG,644828,,996,901,
10/22/2019,II Services and Operations,SCS,BRO-Complex,,,,,
10/23/2019,WISE,WISE,WISE Contractual,2714660,,5156,5348,
10/23/2019,College Savings,CS - Direct Sold,CS Alaska,22419,,47,51,
10/23/2019,College Savings,CS - Direct Sold,CS Maryland,124068,,213,334,
10/23/2019,College Savings,CS - Direct Sold,CS National,41262,,78,84,
10/23/2019,College Savings,CS - Intermediary,CS John Hancock,144144,,311,247,
10/23/2019,II Services and Operations,RIS,RIS,914263,,1598,1800,
10/23/2019,II Services and Operations,RCS PHONES,RCS PHONES,181744,,308,273,
10/23/2019,II Services and Operations,SCS,BRO,199694,,320,412,
10/23/2019,II Services and Operations,SCS,PSG,530748,,832,822,
10/23/2019,II Services and Operations,SCS,BRO-Complex,,,,,
10/24/2019,WISE,WISE,WISE Contractual,2488563,,4638,4858,
10/24/2019,College Savings,CS - Direct Sold,CS Alaska,28288,,64,47,
10/24/2019,College Savings,CS - Direct Sold,CS Maryland,126808,,242,358,
10/24/2019,College Savings,CS - Direct Sold,CS National,42804,,83,98,
10/24/2019,College Savings,CS - Intermediary,CS John Hancock,111792,,278,232,
10/24/2019,II Services and Operations,RIS,RIS,850212,,1498,1551,
10/24/2019,II Services and Operations,RCS PHONES,RCS PHONES,141986,,257,258,
10/24/2019,II Services and Operations,SCS,BRO,212608,,355,340,
10/24/2019,II Services and Operations,SCS,PSG,511732,,761,768,
10/24/2019,II Services and Operations,SCS,BRO-Complex,,,,,
10/25/2019,WISE,WISE,WISE Contractual,2558864,,5007,4747,
10/25/2019,College Savings,CS - Direct Sold,CS Alaska,23382,,55,50,
10/25/2019,College Savings,CS - Direct Sold,CS Maryland,110290,,208,493,
10/25/2019,College Savings,CS - Direct Sold,CS National,49726,,97,118,
10/25/2019,College Savings,CS - Intermediary,CS John Hancock,103618,,217,238,
10/25/2019,II Services and Operations,RIS,RIS,875965,,1608,1559,
10/25/2019,II Services and Operations,RCS PHONES,RCS PHONES,173250,,299,261,
10/25/2019,II Services and Operations,SCS,BRO,200655,,352,354,
10/25/2019,II Services and Operations,SCS,PSG,582660,,885,810,
10/25/2019,II Services and Operations,SCS,BRO-Complex,,,,,
10/26/2019,WISE,WISE,WISE Contractual,,,0,0,
10/26/2019,College Savings,CS - Direct Sold,CS Alaska,,,0,0,
10/26/2019,College Savings,CS - Direct Sold,CS Maryland,,,0,0,
10/26/2019,College Savings,CS - Direct Sold,CS National,,,0,0,
10/26/2019,College Savings,CS - Intermediary,CS John Hancock,,,0,0,
10/26/2019,II Services and Operations,RIS,RIS,0,,0,0,
10/26/2019,II Services and Operations,RCS PHONES,RCS PHONES,,,0,0,
10/26/2019,II Services and Operations,SCS,BRO,,,0,0,
10/26/2019,II Services and Operations,SCS,PSG,,,0,0,
10/27/2019,WISE,WISE,WISE Contractual,,,0,0,
10/27/2019,College Savings,CS - Direct Sold,CS Alaska,,,0,0,
10/27/2019,College Savings,CS - Direct Sold,CS Maryland,,,0,0,
10/27/2019,College Savings,CS - Direct Sold,CS National,,,0,0,
10/27/2019,College Savings,CS - Intermediary,CS John Hancock,,,0,0,
10/27/2019,II Services and Operations,RIS,RIS,0,,0,0,
10/27/2019,II Services and Operations,RCS PHONES,RCS PHONES,,,0,0,
10/27/2019,II Services and Operations,SCS,BRO,,,0,0,
10/27/2019,II Services and Operations,SCS,PSG,,,0,0,
10/28/2019,WISE,WISE,WISE Contractual,3880005,,7299,7058,
10/28/2019,College Savings,CS - Direct Sold,CS Alaska,46132,,77,66,
10/28/2019,College Savings,CS - Direct Sold,CS Maryland,207206,,343,366,
10/28/2019,College Savings,CS - Direct Sold,CS National,75544,,138,113,
10/28/2019,College Savings,CS - Intermediary,CS John Hancock,168480,,315,306,
10/28/2019,II Services and Operations,RIS,RIS,1187364,,2014,1961,
10/28/2019,II Services and Operations,RCS PHONES,RCS PHONES,197808,,319,347,
10/28/2019,II Services and Operations,SCS,BRO,249736,,430,415,
10/28/2019,II Services and Operations,SCS,PSG,796832,,1209,1067,
10/28/2019,II Services and Operations,SCS,BRO-Complex,,,,,
10/29/2019,WISE,WISE,WISE Contractual,3258200,,6020,5876,
10/29/2019,College Savings,CS - Direct Sold,CS Alaska,34905,,66,77,
10/29/2019,College Savings,CS - Direct Sold,CS Maryland,146802,,259,349,
10/29/2019,College Savings,CS - Direct Sold,CS National,54590,,109,110,
10/29/2019,College Savings,CS - Intermediary,CS John Hancock,130815,,286,280,
10/29/2019,II Services and Operations,RIS,RIS,1067336,,1730,2051,
10/29/2019,II Services and Operations,RCS PHONES,RCS PHONES,194544,,338,290,
10/29/2019,II Services and Operations,SCS,BRO,227791,,367,403,
10/29/2019,II Services and Operations,SCS,PSG,669120,,1038,882,
10/29/2019,II Services and Operations,SCS,BRO-Complex,,,,,
10/30/2019,WISE,WISE,WISE Contractual,2864639,,5300,5373,
10/30/2019,College Savings,CS - Direct Sold,CS Alaska,21120,,44,57,
10/30/2019,College Savings,CS - Direct Sold,CS Maryland,121484,,243,358,
10/30/2019,College Savings,CS - Direct Sold,CS National,39376,,94,114,
10/30/2019,College Savings,CS - Intermediary,CS John Hancock,118642,,279,282,
10/30/2019,II Services and Operations,RIS,RIS,946394,,1535,2153,
10/30/2019,II Services and Operations,RCS PHONES,RCS PHONES,174636,,306,262,
10/30/2019,II Services and Operations,SCS,BRO,216691,,350,408,
10/30/2019,II Services and Operations,SCS,PSG,548496,,885,805,
10/30/2019,II Services and Operations,SCS,BRO-Complex,,,,,
10/31/2019,WISE,WISE,WISE Contractual,2470304,,4600,4828,
10/31/2019,College Savings,CS - Direct Sold,CS Alaska,15505,,35,47,
10/31/2019,College Savings,CS - Direct Sold,CS Maryland,138645,,237,293,
10/31/2019,College Savings,CS - Direct Sold,CS National,47880,,90,81,
10/31/2019,College Savings,CS - Intermediary,CS John Hancock,96580,,221,287,
10/31/2019,II Services and Operations,RIS,RIS,895780,,1435,1738,
10/31/2019,II Services and Operations,RCS PHONES,RCS PHONES,158264,,272,248,
10/31/2019,II Services and Operations,SCS,BRO,191100,,302,337,
10/31/2019,II Services and Operations,SCS,PSG,493889,,772,753,
10/31/2019,II Services and Operations,SCS,BRO-Complex,,,,,
11/1/2019,WISE,WISE,WISE Contractual,2951248,,5404,5126,
11/1/2019,College Savings,CS - Direct Sold,CS Alaska,25137,,51,33,
11/1/2019,College Savings,CS - Direct Sold,CS Maryland,151389,,247,231,
11/1/2019,College Savings,CS - Direct Sold,CS National,46070,,89,83,
11/1/2019,College Savings,CS - Intermediary,CS John Hancock,116130,,247,215,
11/1/2019,II Services and Operations,RIS,RIS,973944,,1721,1878,
11/1/2019,II Services and Operations,RCS PHONES,RCS PHONES,194999,,334,251,
11/1/2019,II Services and Operations,SCS,BRO,222224,,362,351,
11/1/2019,II Services and Operations,SCS,PSG,733999,,1173,794,
11/1/2019,II Services and Operations,SCS,BRO-Complex,,,,,
11/2/2019,WISE,WISE,WISE Contractual,,,0,0,
11/2/2019,College Savings,CS - Direct Sold,CS Alaska,,,0,0,
11/2/2019,College Savings,CS - Direct Sold,CS Maryland,,,0,0,
11/2/2019,College Savings,CS - Direct Sold,CS National,,,0,0,
11/2/2019,College Savings,CS - Intermediary,CS John Hancock,,,0,0,
11/2/2019,II Services and Operations,RIS,RIS,0,,0,0,
11/2/2019,II Services and Operations,RCS PHONES,RCS PHONES,,,0,0,
11/2/2019,II Services and Operations,SCS,BRO,,,0,0,
11/2/2019,II Services and Operations,SCS,PSG,,,0,0,
11/3/2019,WISE,WISE,WISE Contractual,,,0,0,
11/3/2019,College Savings,CS - Direct Sold,CS Alaska,,,0,0,
11/3/2019,College Savings,CS - Direct Sold,CS Maryland,,,0,0,
11/3/2019,College Savings,CS - Direct Sold,CS National,,,0,0,
11/3/2019,College Savings,CS - Intermediary,CS John Hancock,,,0,0,
11/3/2019,II Services and Operations,RIS,RIS,0,,0,0,
11/3/2019,II Services and Operations,RCS PHONES,RCS PHONES,,,0,0,
11/3/2019,II Services and Operations,SCS,BRO,,,0,0,
11/3/2019,II Services and Operations,SCS,PSG,,,0,0,
11/4/2019,WISE,WISE,WISE Contractual,4245381,,7773,7321,
11/4/2019,College Savings,CS - Direct Sold,CS Alaska,33600,,75,80,
11/4/2019,College Savings,CS - Direct Sold,CS Maryland,156510,,285,354,
11/4/2019,College Savings,CS - Direct Sold,CS National,76960,,160,113,
11/4/2019,College Savings,CS - Intermediary,CS John Hancock,147706,,299,306,
11/4/2019,II Services and Operations,RIS,RIS,1346330,,2756,2487,
11/4/2019,II Services and Operations,RCS PHONES,RCS PHONES,252800,,457,353,
11/4/2019,II Services and Operations,SCS,BRO,317460,,558,460,
11/4/2019,II Services and Operations,SCS,PSG,1019574,,1640,1198,
11/4/2019,II Services and Operations,SCS,BRO-Complex,,,,,
11/5/2019,WISE,WISE,WISE Contractual,3477639,,6506,5691,
11/5/2019,College Savings,CS - Direct Sold,CS Alaska,24804,,53,50,
11/5/2019,College Savings,CS - Direct Sold,CS Maryland,114130,,229,222,
11/5/2019,College Savings,CS - Direct Sold,CS National,51557,,110,111,
11/5/2019,College Savings,CS - Intermediary,CS John Hancock,157625,,329,296,
11/5/2019,II Services and Operations,RIS,RIS,1252525,,1964,2132,
11/5/2019,II Services and Operations,RCS PHONES,RCS PHONES,217469,,347,296,
11/5/2019,II Services and Operations,SCS,BRO,249458,,403,448,
11/5/2019,II Services and Operations,SCS,PSG,751940,,1175,991,
11/5/2019,II Services and Operations,SCS,BRO-Complex,,,,,
11/6/2019,WISE,WISE,WISE Contractual,3119752,,5773,5331,
11/6/2019,College Savings,CS - Direct Sold,CS Alaska,19760,,40,50,
11/6/2019,College Savings,CS - Direct Sold,CS Maryland,100130,,190,175,
11/6/2019,College Savings,CS - Direct Sold,CS National,58272,,97,115,
11/6/2019,College Savings,CS - Intermediary,CS John Hancock,132480,,289,242,
11/6/2019,II Services and Operations,RIS,RIS,1018518,,1593,2284,
11/6/2019,II Services and Operations,RCS PHONES,RCS PHONES,191912,,325,267,
11/6/2019,II Services and Operations,SCS,BRO,221250,,356,453,
11/6/2019,II Services and Operations,SCS,PSG,631488,,1025,904,
11/6/2019,II Services and Operations,SCS,BRO-Complex,,,,,
11/7/2019,WISE,WISE,WISE Contractual,3000195,,5460,5165,
11/7/2019,College Savings,CS - Direct Sold,CS Alaska,30240,,55,31,
